x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,label
0.43122992,0.15427116,-0.4874816,0.999997,0.44368163,0.13774687,-0.46116695,0.99998784,0.41819295,0.13654622,-0.46631545,0.9999888,0.45186457,0.14700404,-0.2895628,0.9999721,0.4055778,0.14675257,-0.31579998,0.99997795,0.43965635,0.17404833,-0.42261213,0.99999285,0.42036238,0.17398688,-0.43023244,0.9999924,0.49276906,0.26541466,-0.15568769,0.99996316,0.36140257,0.26510262,-0.18489452,0.99996424,0.5189201,0.38993466,-0.042610753,0.991714,0.34177884,0.3944527,-0.10297172,0.9838148,0.54031336,0.5067364,-0.15468618,0.9866295,0.33029658,0.50647306,-0.2252435,0.9747209,0.47348866,0.5198465,0.008099683,0.9996183,0.39527145,0.5225503,-0.00812809,0.99979955,0.4849306,0.72147316,0.04112634,0.9948106,0.38469237,0.72163266,-0.009894077,0.99709785,0.48920864,0.8904818,0.23324975,0.99388134,0.37668538,0.90038514,0.18447581,0.9965969,0.47694105,0.91739404,0.23949058,0.9399839,0.38745436,0.9249302,0.19012058,0.929256,idle
0.44506446,0.15595075,-0.4725172,0.9999971,0.45540285,0.13910699,-0.44554573,0.9999882,0.43159413,0.13835141,-0.45169806,0.9999891,0.46256065,0.148715,-0.27307755,0.9999728,0.4151815,0.14695081,-0.30455443,0.99997824,0.4519743,0.17595929,-0.40742725,0.9999931,0.43577757,0.17603427,-0.41659063,0.99999267,0.4998564,0.26606056,-0.15092953,0.9999645,0.36928466,0.26278898,-0.17856418,0.9999642,0.52508426,0.39070433,-0.06514044,0.9919966,0.34811002,0.39394102,-0.1063721,0.98369104,0.5486481,0.5099651,-0.2139009,0.9873332,0.3358338,0.50642526,-0.2437323,0.9748461,0.47896832,0.5206437,0.009738219,0.99963003,0.4009615,0.5226432,-0.009767488,0.99980384,0.48698884,0.7216043,0.04381971,0.99499214,0.3863735,0.7199512,-0.011025699,0.99720764,0.48878822,0.88749385,0.25342575,0.99411154,0.37595624,0.90033805,0.18351129,0.9967371,0.47669405,0.91200083,0.26205736,0.941725,0.38601702,0.9240283,0.18932125,0.93011826,idle
0.4494725,0.15786819,-0.48107013,0.9999972,0.45983514,0.14064975,-0.45397964,0.99998873,0.4355001,0.13974938,-0.46223825,0.99998957,0.466786,0.15021165,-0.2746494,0.999974,0.4181331,0.14704913,-0.3170311,0.99997914,0.45573363,0.17805813,-0.41289395,0.99999344,0.43973342,0.1779837,-0.42521125,0.9999931,0.5025202,0.26630294,-0.1508159,0.9999663,0.37195235,0.2614899,-0.18665135,0.99996537,0.5266809,0.39076367,-0.060244936,0.9922892,0.35078672,0.39246503,-0.11594836,0.9840483,0.5506728,0.5105733,-0.20047614,0.9879679,0.33885008,0.50419515,-0.25388387,0.9753582,0.48043504,0.5207108,0.012324987,0.99964654,0.40256914,0.52252305,-0.012358626,0.9998111,0.48798028,0.72043437,0.056392662,0.9951875,0.3881542,0.71822846,-0.011519796,0.9973217,0.48829985,0.8857122,0.27015197,0.9943801,0.3757585,0.8997948,0.18351497,0.9968838,0.47640634,0.9096671,0.27889466,0.9440268,0.38601103,0.92229784,0.18932557,0.9316197,idle
0.45037252,0.15843418,-0.48104143,0.9999973,0.46131268,0.1413404,-0.4541389,0.9999891,0.43619522,0.1400319,-0.46176735,0.99998987,0.46842083,0.15098122,-0.2770986,0.9999748,0.4194056,0.14706835,-0.31658313,0.9999795,0.45639282,0.17894287,-0.41375756,0.9999936,0.4402043,0.1785906,-0.42508584,0.9999933,0.50348043,0.26647303,-0.15098761,0.99996746,0.37356788,0.26051882,-0.18413994,0.9999656,0.5279316,0.3909038,-0.05835588,0.99260193,0.35223478,0.39171785,-0.10887732,0.9840778,0.5512296,0.51078296,-0.19551569,0.9885773,0.33969924,0.503909,-0.24834397,0.97559696,0.48085564,0.5210761,0.012191885,0.9996572,0.40328115,0.52252746,-0.012225533,0.999817,0.4879827,0.72044116,0.05911324,0.99534833,0.38928148,0.71744573,-0.011301553,0.9974295,0.48821908,0.8852878,0.26300222,0.9945993,0.37560683,0.89966404,0.17896515,0.99701977,0.47640562,0.9091989,0.27068943,0.94603795,0.3858698,0.9221075,0.18377005,0.93347394,idle
0.4502481,0.15870455,-0.4793353,0.99999744,0.461713,0.14167972,-0.45220914,0.99998945,0.4361868,0.13999552,-0.45880684,0.99999017,0.46924368,0.15119705,-0.2768528,0.9999757,0.4194975,0.1470609,-0.3107881,0.99997985,0.45631236,0.17952394,-0.41290745,0.99999386,0.4396572,0.1790311,-0.42287296,0.99999356,0.50427246,0.2669558,-0.15114179,0.99996847,0.37389904,0.26023087,-0.17663388,0.99996525,0.529075,0.39155498,-0.05846672,0.99288875,0.35328835,0.39159635,-0.098481774,0.983755,0.55179626,0.5117952,-0.1945406,0.98910886,0.33995482,0.5039107,-0.24050204,0.9754801,0.4817803,0.5214487,0.011187054,0.99966514,0.40382132,0.5226253,-0.011215219,0.99982005,0.4883687,0.7211505,0.058521636,0.9954877,0.39008373,0.7171838,-0.0099857515,0.9975098,0.48805624,0.8853989,0.25887984,0.99476296,0.376262,0.89942545,0.18285939,0.99712366,0.4761146,0.9094465,0.26621312,0.94719005,0.3867681,0.9217972,0.18791917,0.93493664,idle
0.45020133,0.15884072,-0.47982174,0.9999975,0.46199042,0.14189887,-0.45243326,0.99998975,0.43661276,0.13996825,-0.45933574,0.9999904,0.46976513,0.15134166,-0.2769698,0.99997634,0.41995463,0.14706211,-0.31280074,0.99998015,0.45635468,0.17987679,-0.41363686,0.99999404,0.43969616,0.17936145,-0.4240969,0.99999374,0.50418,0.26798582,-0.15515721,0.9999684,0.37352803,0.26027903,-0.17717871,0.9999646,0.52863145,0.39211652,-0.059828646,0.9930163,0.3528618,0.39160424,-0.09829119,0.983498,0.5511807,0.511951,-0.19088492,0.9893825,0.33975592,0.50393826,-0.23287752,0.97516066,0.4820791,0.5217195,0.010568537,0.99966544,0.40443078,0.5233751,-0.010596166,0.99982136,0.49028444,0.72120994,0.05638513,0.99560356,0.39022446,0.7174171,-0.010007349,0.9975747,0.48801193,0.88603383,0.258578,0.99492437,0.37624362,0.9002629,0.17598026,0.9972269,0.47583857,0.90988666,0.2652878,0.94849396,0.38681313,0.9240114,0.17997931,0.9364708,idle
0.449903,0.15896696,-0.49833974,0.99999756,0.4619836,0.14205228,-0.47118372,0.99999,0.43672028,0.13994429,-0.47835198,0.99999064,0.46996373,0.1514503,-0.29302472,0.99997693,0.41996583,0.14709847,-0.33018968,0.99998057,0.4561699,0.18010065,-0.43099102,0.99999416,0.4392887,0.17957726,-0.44178376,0.9999939,0.5040133,0.2681928,-0.1633174,0.9999688,0.37347203,0.25995895,-0.18630716,0.99996436,0.52833134,0.39213645,-0.0589361,0.9931716,0.3526202,0.39081448,-0.098361686,0.9833881,0.55080676,0.5118962,-0.18868741,0.98965794,0.33956566,0.5034723,-0.23111124,0.9751159,0.48210913,0.52173454,0.010186729,0.99966514,0.4046577,0.5238815,-0.010229031,0.9998227,0.49076957,0.7209677,0.057788443,0.99575466,0.39016718,0.71745586,-0.007115329,0.9976392,0.4883657,0.8862538,0.26011664,0.9951015,0.3760233,0.90031606,0.17920843,0.99732685,0.4760306,0.9100467,0.26703534,0.9492505,0.38650522,0.92401016,0.18291858,0.9379107,idle
0.44938523,0.15914916,-0.5015427,0.9999976,0.461728,0.14220808,-0.47460732,0.9999903,0.4364943,0.1399258,-0.48117,0.9999909,0.47010952,0.15157315,-0.29672223,0.9999776,0.419949,0.14711227,-0.33131105,0.999981,0.455815,0.18035613,-0.43433547,0.9999943,0.43874913,0.17984246,-0.4443623,0.99999404,0.50400734,0.26843274,-0.16448107,0.99996924,0.3736202,0.25971147,-0.18869369,0.99996436,0.52815604,0.39275095,-0.058232665,0.99331427,0.35248172,0.3900543,-0.09881454,0.9832524,0.55052817,0.5127446,-0.17802766,0.9899051,0.33951923,0.50329864,-0.22880964,0.9749584,0.4819898,0.521918,0.010150714,0.999667,0.4045252,0.52439076,-0.010192407,0.9998263,0.49081016,0.7209793,0.065355,0.9958696,0.39013284,0.7174741,-0.0074617527,0.99771976,0.48840362,0.88631034,0.27286232,0.9952585,0.37584037,0.9003001,0.17483684,0.99743515,0.4760476,0.9102009,0.28057432,0.95034504,0.38633758,0.92372805,0.1784269,0.93940127,idle
0.44925895,0.15929504,-0.4989385,0.9999977,0.46163902,0.14236705,-0.47204295,0.99999046,0.4365418,0.13991627,-0.47848934,0.99999106,0.46997538,0.15166217,-0.29533356,0.999978,0.41996178,0.14711644,-0.32924908,0.9999812,0.45566893,0.18055455,-0.43219748,0.9999944,0.43853396,0.18001856,-0.44198316,0.99999416,0.50387967,0.2686267,-0.16356702,0.99996936,0.3736773,0.25921386,-0.18813834,0.9999644,0.528051,0.39357507,-0.05802829,0.9934166,0.35228124,0.3883712,-0.09809718,0.9831288,0.5503561,0.51427764,-0.1760324,0.9900552,0.33946663,0.50295764,-0.22560625,0.97475547,0.48190898,0.5220934,0.009950115,0.99967027,0.40440106,0.52482337,-0.009999188,0.9998297,0.4908689,0.72121215,0.06292862,0.9959691,0.39008448,0.7175153,-0.007543011,0.99778146,0.4884091,0.886355,0.2675023,0.9953951,0.3759006,0.90030897,0.17468269,0.9975272,0.4760167,0.91023403,0.27497548,0.9512945,0.3865438,0.9237435,0.17845784,0.9407877,idle
0.44892535,0.15925269,-0.49742907,0.99999774,0.46134812,0.1423127,-0.47156256,0.9999909,0.43623567,0.13963063,-0.47773868,0.9999914,0.4699193,0.1516195,-0.28723508,0.9999789,0.4198026,0.14705198,-0.32204178,0.9999821,0.4554008,0.18053173,-0.4320051,0.99999464,0.43820208,0.18000284,-0.44151035,0.9999944,0.503771,0.2686142,-0.14848796,0.99997,0.37366265,0.25887233,-0.17530875,0.9999642,0.5280176,0.39308053,-0.02907328,0.9936639,0.35147217,0.3849509,-0.06718905,0.9834013,0.54945457,0.5108839,-0.14495061,0.9902981,0.3407233,0.49349827,-0.1810371,0.9754628,0.481849,0.5223649,0.0099347755,0.9996723,0.40429273,0.52482456,-0.009980736,0.9998328,0.49095526,0.7218892,0.060611356,0.9961509,0.38999742,0.7178377,-0.008224494,0.9978807,0.48920012,0.88637173,0.264928,0.9955824,0.37614882,0.9002569,0.17503598,0.9976524,0.4770855,0.9102713,0.27235442,0.95257956,0.38718513,0.92338294,0.17861529,0.9429912,idle
